Remote,Booth,Station,Line Name,Division,COMPLEX ID,Latitude,Longitude
R288,N539A,7 AV-PARK SLOPE,FG,IND,240,40.666271,-73.980305
R289,N543,FT HAMILTON PKY,FG,IND,242,40.650782,-73.975776
R289,N544,FT HAMILTON PKY,FG,IND,242,40.650782,-73.975776
R290,R123,HOUSTON ST,1,IRT,324,40.728251,-74.005367
R290,R121,HOUSTON ST,1,IRT,324,40.728251,-74.005367
R290,R122,HOUSTON ST,1,IRT,324,40.728251,-74.005367
R290,R124,HOUSTON ST,1,IRT,324,40.728251,-74.005367
R291,R516,33 ST/RAWSON ST,7,IRT,460,40.744587,-73.930997
R291,R517,33 ST/RAWSON ST,7,IRT,460,40.744587,-73.930997
R292,R729,BAYCHESTER AVE,5,IRT,443,40.878663,-73.838591
R293,R138,34 ST-PENN STA,123ACE,IRT,164,40.752287,-73.993391
R293,R142,34 ST-PENN STA,123ACE,IRT,318,40.750373,-73.991057
R294,H019,MORGAN AVE,L,BMT,125,40.706152,-73.933147
R295,H032,WILSON AVE,L,BMT,130,40.688764,-73.904046
R296,N016A,163 ST-AMSTERDM,C,IND,149,40.836013,-73.939892
R297,N113,FRANKLIN AVE,ACS,IND,627,40.68138,-73.956848
R297,N114,FRANKLIN AVE,ACS,IND,627,40.68138,-73.956848
R298,N318,NORTHERN BLVD,MR,IND,269,40.752885,-73.906006
R298,N319,NORTHERN BLVD,MR,IND,269,40.752885,-73.906006
R299,N412,BROADWAY,G,IND,286,40.706092,-73.950308
R300,N523,2 AVE,F,IND,232,40.723402,-73.989938
R300,N521,2 AVE,F,IND,232,40.723402,-73.989938
R301,N530,YORK ST,F,IND,235,40.701397,-73.986751
R302,N600,57 ST,F,IND,224,40.763972,-73.97745
R303,N603,21 ST,F,IND,221,40.754203,-73.942836
R304,R103,RECTOR ST,1,IRT,329,40.707513,-74.013783
R304,R102,RECTOR ST,1,IRT,329,40.707513,-74.013783
R305,R107,CORTLANDT ST,1,IRT,328,40.711835,-74.012188
R305,R106,CORTLANDT ST,1,IRT,328,40.711835,-74.012188
R305,R108,CORTLANDT ST,1,IRT,328,40.711835,-74.012188
R305,R109,CORTLANDT ST,1,IRT,328,40.711835,-74.012188
R306,R196,238 ST,1,IRT,294,40.884667,-73.90087
R307,R259,138 ST-GR CONC,45,IRT,391,40.813224,-73.929849
R308,R285,MT EDEN AVE,4,IRT,386,40.844434,-73.914685
R309,R286,176 ST,4,IRT,385,40.84848,-73.911794
R310,R530,111 ST,7,IRT,449,40.75173,-73.855334
R311,A064,BOWERY,JZ,BMT,103,40.72028,-73.993915
R312,G011,W 8 ST-AQUARIUM,FQ,BMT,57,40.576127,-73.975939
R312,G015,W 8 ST-AQUARIUM,FQ,BMT,57,40.576127,-73.975939
R313,H033,BUSHWICK AVE,L,BMT,131,40.682829,-73.905249
R314,N037,103 ST,BC,IND,156,40.796092,-73.961454
R315,N202,155 ST,BD,IND,220,40.830135,-73.938209
R316,N414,FLUSHING AVE,G,IND,287,40.700377,-73.950234
R316,N414A,FLUSHING AVE,G,IND,287,40.700377,-73.950234
R317,N420B,CLINTON-WASH AV,G,IND,291,40.688089,-73.966839
R318,N422,FULTON ST,G,IND,292,40.687119,-73.975375
R319,N601,LEXINGTON AVE,F,IND,223,40.764629,-73.966113
R320,R119,CANAL ST,1,IRT,325,40.722854,-74.006277
R320,R120,CANAL ST,1,IRT,325,40.722854,-74.006277
R321,R129,18 ST,1,IRT,321,40.74104,-73.997871
R321,R130,18 ST,1,IRT,321,40.74104,-73.997871
R322,R215,SPRING ST,6,IRT,409,40.722301,-73.997141
R322,R216,SPRING ST,6,IRT,409,40.722301,-73.997141
R323,R301,110 ST-CPN,23,IRT,441,40.799075,-73.951822
R324,R303,116 ST,23,IRT,440,40.802098,-73.949625
R324,R302,116 ST,23,IRT,440,40.802098,-73.949625
R325,R413,WHITLOCK AVE,6,IRT,370,40.826525,-73.886283
R326,R419,ZEREGA AVE,6,IRT,364,40.836488,-73.847036
R327,R521,52 ST-LINCOLN,7,IRT,457,40.744149,-73.912549
R328,R532,METS-WILLETS PT,7,IRT,448,40.754622,-73.845625
R328,R532G,METS-WILLETS PT,7,IRT,448,40.754622,-73.845625
R328,R532H,METS-WILLETS PT,7,IRT,448,40.754622,-73.845625
R329,R726,MORRIS PARK,5,IRT,446,40.854364,-73.860495
R330,H005,3 AVE,L,BMT,118,40.732849,-73.986122
R330,H006,3 AVE,L,BMT,118,40.732849,-73.986122
R331,N017,155 ST,C,IND,150,40.830518,-73.941514
R332,N024,135 ST,BC,IND,152,40.817894,-73.947649
R332,N023,135 ST,BC,IND,152,40.817894,-73.947649
R332,N022,135 ST,BC,IND,152,40.817894,-73.947649
R333,N030,116 ST,BC,IND,154,40.805085,-73.954882
R333,N029,116 ST,BC,IND,154,40.805085,-73.954882
R334,N035,CATHEDRL-110 ST,BC,IND,155,40.800603,-73.958161
R334,N034,CATHEDRL-110 ST,BC,IND,155,40.800603,-73.958161
R335,N191,BEACH 67 ST,A,IND,204,40.590927,-73.796924
R336,N192,BEACH 60 ST,A,IND,205,40.592374,-73.788522
R337,N193,BEACH 44 ST,A,IND,206,40.592943,-73.776013
R338,N194,BEACH 36 ST,A,IND,207,40.595398,-73.768175
R339,N312,36 ST,MR,IND,272,40.752039,-73.928781
R339,N311,36 ST,MR,IND,272,40.752039,-73.928781
R340,N322,65 ST,MR,IND,268,40.749669,-73.898453
R341,N334B,75 AVE,EF,IND,260,40.718331,-73.837324
R342,N604,JAMAICA-VAN WYC,E,IND,280,40.702566,-73.816859
R343,R117,FRANKLIN ST,1,IRT,326,40.719318,-74.006886
R343,R118,FRANKLIN ST,1,IRT,326,40.719318,-74.006886
R344,R308,145 ST,3,IRT,437,40.820421,-73.936245
R345,R309,148 ST-LENOX,3,IRT,436,40.82388,-73.93647
R346,R508,COURT SQ,7,IRT,606,40.747023,-73.945264
R347,R524,69 ST-FISK AVE,7,IRT,455,40.746325,-73.896403
R348,H035,ATLANTIC AVE,L,BMT,133,40.675345,-73.903097
R349,H037,SUTTER AVE,L,BMT,134,40.669367,-73.901975
R350,H038,LIVONIA AVE,L,BMT,135,40.664038,-73.900571
R352,J003,HEWES ST,JM,BMT,100,40.70687,-73.953431
R353,J005,LORIMER ST,JM,BMT,99,40.703869,-73.947408
R354,N137,OXFORD-104 ST,A,IND,193,40.681711,-73.837683
R355,N139,GREENWOOD-111,A,IND,194,40.684331,-73.832163
R355,N138,GREENWOOD-111,A,IND,194,40.684331,-73.832163
R356,N141,LEFFERTS BLVD,A,IND,195,40.685951,-73.825798
R357,N181,AQUEDUCT-N CNDT,A,IND,197,40.668234,-73.834058
R358,N195,BEACH 25 ST,A,IND,208,40.600066,-73.761353
R359,N307,COURT SQ-23 ST,EMG,IND,606,40.747023,-73.945264
R359,N400,COURT SQ,EMG,IND,606,40.747023,-73.945264
R359,N400A,COURT SQ,EMG,IND,606,40.747023,-73.945264
R360,N401,VAN ALSTON-21ST,G,IND,282,40.744065,-73.949724
R361,R328,PELHAM PARKWAY,25,IRT,424,40.857192,-73.867615
R361,R327,PELHAM PARKWAY,25,IRT,424,40.857192,-73.867615
R362,R329,ALLERTON AVE,25,IRT,423,40.865462,-73.867352
R363,R330,BURKE AVE,25,IRT,422,40.871356,-73.867164
R364,R331,GUN HILL ROAD,25,IRT,421,40.87785,-73.866256
R365,R332,219 ST,25,IRT,420,40.883895,-73.862633
R366,R333,225 ST,25,IRT,419,40.888022,-73.860341
R367,R334,233 ST,25,IRT,418,40.893193,-73.857473
R368,E001,9 AVE,D,BMT,59,40.646292,-73.994324
R369,E003,FT HAMILTON PKY,D,BMT,60,40.640914,-73.994304
R370,E009,71 ST,D,BMT,64,40.619589,-73.998864
R371,E011,79 ST,D,BMT,65,40.613501,-74.00061
R372,E012,18 AVE,D,BMT,66,40.607954,-74.001736
R373,E013,20 AVE,D,BMT,67,40.604556,-73.998168
R374,E014,BAY PARKWAY,D,BMT,68,40.601875,-73.993728
R375,H039,NEW LOTS AVE,L,BMT,136,40.658733,-73.899232
R376,H040,EAST 105 ST,L,BMT,137,40.650573,-73.899485
R377,J007,FLUSHING AVE,JM,BMT,98,40.70026,-73.941126
R378,J009,MYRTLE AVE,JMZ,BMT,97,40.697207,-73.935657
R379,J012,KOSCIUSZKO ST,J,BMT,96,40.693342,-73.928814
R380,J013,GATES AVE,JZ,BMT,95,40.68963,-73.92227
R381,J016,HALSEY ST,J,BMT,94,40.68637,-73.916559
R382,N129,GRANT AVE,A,IND,189,40.677044,-73.86505
R383,N131,HUDSON-80 ST,A,IND,190,40.679371,-73.858992
R383,N130,HUDSON-80 ST,A,IND,190,40.679371,-73.858992
R384,N133,BOYD-88 ST,A,IND,191,40.679843,-73.85147
R385,N134,ROCKAWAY BLVD,A,IND,192,40.680429,-73.843853
R385,N135,ROCKAWAY BLVD,A,IND,192,40.680429,-73.843853
R386,R322,174 ST,25,IRT,428,40.837288,-73.887734
R386,R321,174 ST,25,IRT,428,40.837288,-73.887734
R387,R323,E TREMONT AVE,25,IRT,427,40.840295,-73.880049
R387,R323A,E TREMONT AVE,25,IRT,427,40.840295,-73.880049
R388,R325,E 180 ST,25,IRT,426,40.841894,-73.873488
R389,R326,BRONX PARK EAST,25,IRT,425,40.848828,-73.868457
R390,D002,8 AVE,N,BMT,71,40.635064,-74.011719
R391,D003,FT HAMILTON PKY,N,BMT,72,40.631386,-74.005351
R391,D004,FT HAMILTON PKY,N,BMT,72,40.631386,-74.005351
R392,D008,18 AVE,N,BMT,74,40.620671,-73.990414
R393,D009,20 AVE,N,BMT,75,40.61741,-73.985026
R394,D010,BAY PKY-22 AVE,N,BMT,76,40.611815,-73.981848
R394,D011,BAY PKY-22 AVE,N,BMT,76,40.611815,-73.981848
R395,D012,KINGS HIGHWAY,N,BMT,77,40.603923,-73.980353
R396,D015,AVE U,N,BMT,78,40.597473,-73.979137
R397,D016,86 ST,N,BMT,79,40.592721,-73.97823
R398,D005,NEW UTRECHT AVE,ND,BMT,615,40.624842,-73.996353
R398,D006,NEW UTRECHT AVE,ND,BMT,615,40.624842,-73.996353
R399,E015,25 AVE,D,BMT,69,40.597704,-73.986829
R400,E016,BAY 50 ST,D,BMT,70,40.588841,-73.983765
R401,K017,CENTRAL AVE,M,BMT,114,40.697857,-73.927397
R402,K022,SENECA AVE,M,BMT,111,40.702762,-73.90774
R403,K024,FOREST AVE,M,BMT,110,40.704423,-73.903077
R404,K025,FRESH POND ROAD,M,BMT,109,40.706186,-73.895877
R405,R312,JACKSON AVE,25,IRT,433,40.81649,-73.907807
R406,R314,PROSPECT AVE,25,IRT,432,40.819585,-73.90177
R406,R315,PROSPECT AVE,25,IRT,432,40.819585,-73.90177
R407,R316,INTERVALE-163,25,IRT,431,40.822181,-73.896736
R408,R318,SIMPSON ST,25,IRT,430,40.824073,-73.893064
R408,R317,SIMPSON ST,25,IRT,430,40.824073,-73.893064
R409,R320,FREEMAN ST,25,IRT,429,40.829993,-73.891865
R409,R319,FREEMAN ST,25,IRT,429,40.829993,-73.891865
R410,X001,NYC & CO - 7 AV,1,IRT,316,40.761728,-73.983849
R411,B009,PARK PLACE,S,BMT,141,40.674772,-73.957624
R412,B010,BOTANIC GARDEN,S2345,BMT,626,40.670682,-73.958131
R413,K019,KNICKERBOCKER,M,BMT,113,40.698664,-73.919711
R414,N182,HOWARD BCH-JFK,A,IND,198,40.660476,-73.830301
R414,N182A,HOWARD BCH-JFK,A,IND,198,40.660476,-73.830301
R415,N183,BROAD CHANNEL,AS,IND,199,40.608382,-73.815925
R416,N184,BEACH 90 ST,AS,IND,200,40.588034,-73.813641
R417,N185,BEACH 98 ST,AS,IND,201,40.585307,-73.820558
R418,N186,BEACH 105 ST,AS,IND,202,40.583209,-73.827559
R419,N187,ROCKAWAY PK 116,AS,IND,203,40.580903,-73.835592
R420,N548,DITMAS AVE,F,IND,244,40.636119,-73.978172
R420,N547,DITMAS AVE,F,IND,244,40.636119,-73.978172
R421,N551,AVE I,F,IND,246,40.625322,-73.976127
R422,N553,22 AVE-BAY PKY,F,IND,247,40.620769,-73.975264
R423,N555,AVE N,F,IND,248,40.61514,-73.974197
R423,N554,AVE N,F,IND,248,40.61514,-73.974197
R424,N556,AVE P,F,IND,249,40.608944,-73.973022
R425,N559,AVE U,F,IND,251,40.596063,-73.973357
R426,N562,NEPTUNE AVE,F,IND,253,40.581011,-73.974574
R427,R421,MIDDLETOWN ROAD,6,IRT,362,40.843863,-73.836322
R428,R422,BUHRE AVE,6,IRT,361,40.84681,-73.832569
R429,R423,PELHAM BAY PARK,6,IRT,360,40.852462,-73.828121
R430,R727,PELHAM PARKWAY,5,IRT,445,40.858985,-73.855359
R431,R730,DYRE AVE,5,IRT,442,40.8883,-73.830834
R432,J017,CHAUNCEY ST,JZ,BMT,93,40.682893,-73.910456
R433,J020,ALABAMA AVE,J,BMT,91,40.676992,-73.898654
R434,J021,VAN SICLEN AVE,JZ,BMT,90,40.678024,-73.891688
R435,J022,CLEVELAND ST,J,BMT,89,40.679947,-73.884639
R436,J023,NORWOOD AVE,JZ,BMT,88,40.68141,-73.880039
R437,J024,CRESCENT ST,JZ,BMT,87,40.683194,-73.873785
R438,N121B,RALPH AVE,C,IND,182,40.678822,-73.920786
R439,N122,ROCKAWAY AVE,C,IND,183,40.67834,-73.911946
R439,N123B,ROCKAWAY AVE,C,IND,183,40.67834,-73.911946
R440,N125,LIBERTY AVE,C,IND,185,40.674542,-73.896548
R441,N126,VAN SICLEN AVE,C,IND,186,40.67271,-73.890358
R442,N127,SHEPHERD AVE,C,IND,187,40.67413,-73.88075
R443,N209,170 ST,BD,IND,217,40.839306,-73.9134
R443,N208,170 ST,BD,IND,217,40.839306,-73.9134
R444,R335,NEREID AVE,25,IRT,417,40.898379,-73.854376
R445,R401,138 ST-3 AVE,6,IRT,377,40.810476,-73.926138
R446,R402,BROOK AVE,6,IRT,376,40.807566,-73.91924
R446,R403,BROOK AVE,6,IRT,376,40.807566,-73.91924
R447,R404,CYPRESS AVE,6,IRT,375,40.805368,-73.914042
R447,R405,CYPRESS AVE,6,IRT,375,40.805368,-73.914042
R448,R406,E 143 ST,6,IRT,374,40.808719,-73.907657
R448,R407,E 143 ST,6,IRT,374,40.808719,-73.907657
R449,R408,E 149 ST,6,IRT,373,40.812118,-73.904098
R449,R409,E 149 ST,6,IRT,373,40.812118,-73.904098
R450,R410,LONGWOOD AVE,6,IRT,372,40.816104,-73.896435
R450,R411,LONGWOOD AVE,6,IRT,372,40.816104,-73.896435
R451,R637,WINTHROP ST,25,IRT,355,40.656652,-73.9502
R452,R161B,72 ST,123,IRT,313,40.778453,-73.98197
R452,R161A,72 ST,123,IRT,313,40.778453,-73.98197
R453,N508,23 ST-6 AVE,FM,IND,228,40.742878,-73.992821
R454,C015,PROSPECT AVE,R,BMT,30,40.665414,-73.992872
R455,C017,25 ST,R,BMT,31,40.660397,-73.998091
R456,R605,HOYT ST,23,IRT,336,40.690545,-73.985065
R457,MCB1,METROCARD BUS 1,23,BMT,NULL,NULL,NULL
R458,MCB2,METROCARD BUS 2,23,BMT,NULL,NULL,NULL
R459,OB01,ORCHARD BEACH,6,IND,NULL,NULL,NULL
R460,J002,MARCY AVE,JMZ,BMT,101,40.708359,-73.957757
R460,J001,MARCY AVE,JMZ,BMT,101,40.708359,-73.957757
R461,N519,BROADWAY/LAFAY,BDFQ6,IND,619,40.725915,-73.994659
R461,N519A,BROADWAY/LAFAY,BDFQ6,IND,619,40.725915,-73.994659
R462,A043,CANAL ST,JNQRZ6,BMT,623,40.718803,-74.000193
R462,A044,CANAL ST,JNQRZ6,BMT,623,40.718803,-74.000193
R463,A046,CANAL ST,JNQRZ6,BMT,623,40.718803,-74.000193
R463,R214,CANAL ST,JNQRZ6,IRT,623,40.718803,-74.000193
R464,N181A,AQUEDUCT TRACK,A,IND,196,40.672097,-73.835919
R465,MCV1,METROCARD VAN-1,1,BMT,NULL,NULL,NULL
R466,MCV2,METROCARD VAN-2,1,BMT,NULL,NULL,NULL
R467,MCV3,METROCARD VAN-3,1,BMT,NULL,NULL,NULL
R468,TRAM1,RIT-MANHATTAN,R,RIT,NULL,NULL,NULL
R469,TRAM2,RIT-ROOSEVELT,R,RIT,NULL,NULL,NULL
R470,X002,ELTINGVILLE PK,Z,SRT,514,40.544601,-74.16457
R526,LI001,LIB-HEMPSTEAD,F,LIB,NULL,NULL,NULL
R532,WCCTR,WEST COUNTY CTR,5,BEE,NULL,NULL,NULL
R535,JFK01,JFK HOWARD BCH,A,IND,NULL,NULL,NULL
R535,JFK02,JFK HOWARD BCH,A,IND,NULL,NULL,NULL
R536,JFK03,JFK JAMAICA CT1,E,IND,NULL,NULL,NULL
R537,JFK04,JFK JAMAICA CT2,E,IND,NULL,NULL,NULL
R538,LGA01,LGA AIRPORT CTB,7,IRT,NULL,NULL,NULL
R540,PTH08,PATH WTC,1,PTH,NULL,NULL,NULL
R540,PTH21,PATH WTC 2,1,PTH,NULL,NULL,NULL
R541,PTH13,THIRTY ST,1,PTH,NULL,NULL,NULL
R541,PTH17,THIRTY THIRD ST,1,PTH,NULL,NULL,NULL
R542,PTH12,TWENTY THIRD ST,1,PTH,NULL,NULL,NULL
R543,PTH05,EXCHANGE PLACE,1,PTH,NULL,NULL,NULL
R544,PTH02,HARRISON,1,PTH,NULL,NULL,NULL
R545,PTH11,14TH STREET,1,PTH,NULL,NULL,NULL
R546,PTH06,PAVONIA/NEWPORT,1,PTH,NULL,NULL,NULL
R547,PTH10,9TH STREET,1,PTH,NULL,NULL,NULL
R548,PTH09,CHRISTOPHER ST,1,PTH,NULL,NULL,NULL
R549,PTH01,NEWARK HW BMEBE,1,PTH,NULL,NULL,NULL
R549,PTH18,NEWARK BM BW,1,PTH,NULL,NULL,NULL
R549,PTH19,NEWARK C,1,PTH,NULL,NULL,NULL
R549,PTH20,NEWARK HM HE,1,PTH,NULL,NULL,NULL
R550,PTH07,CITY / BUS,1,PTH,NULL,NULL,NULL
R550,PTH16,LACKAWANNA,1,PTH,NULL,NULL,NULL
R551,PTH04,GROVE STREET,1,PTH,NULL,NULL,NULL
R552,PTH03,JOURNAL SQUARE,1,PTH,NULL,NULL,NULL